rand_point,fid,DN,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast,X,Y
641,2,"0",1.00000,0.00198,137.75786,187.78265,0.18191,78.88166,80.54571,86.79120,9.67513,7.53270,3.02027,20.44448,18.79342,13.49555,102.82328,1239.41821,44139.58594,0.08204,"746857","5356816"
642,2,"0",2.00000,0.00407,136.85728,208.98659,0.35711,84.96019,84.63214,87.24117,10.00219,8.25141,3.46005,20.77353,19.57989,14.16335,295.82028,8200.71680,12454.05469,0.87818,"629343","5408347"
643,2,"0",1.00000,0.00873,140.83661,197.88377,0.38432,104.56997,101.67326,91.75467,9.54786,7.88408,3.00834,18.86212,17.75687,12.75566,485.94608,135.36896,29246.04883,5.90590,"426980","5394843"
644,2,"0",1.00000,0.00733,140.28564,190.16112,0.25250,106.88330,108.90570,98.59129,9.62123,7.86414,3.14715,18.81687,17.45815,12.62124,393.50262,11708.09766,2660.88330,0.58273,"435316","5344278"
645,2,"0",1.00000,0.07528,140.76103,201.44814,0.36456,101.31230,96.83551,87.35180,9.33614,7.69912,2.83757,19.17625,18.10523,12.93220,504.79312,841.23767,13739.22949,2.63049,"449389","5413602"
646,2,"0",2.00000,0.01161,134.09966,185.87837,0.17258,94.38388,98.76015,101.66997,10.22076,8.24369,3.88474,20.13678,18.52407,13.84179,171.59496,35137.78125,5116.83691,3.89956,"651851","5316242"
647,2,"0",1.00000,0.01635,138.11046,161.55801,0.00173,102.88719,108.66659,102.55240,10.88992,8.54920,4.07205,18.24827,16.03682,11.63674,99.87939,2119.64014,95811.80469,3.70964,"340931","5274513"
648,2,"0",2.00000,0.02038,134.77739,199.25706,0.16201,78.22888,78.68635,83.67299,9.92291,8.01234,3.47878,21.19883,19.76855,14.52917,143.46013,945.65479,1148.86987,5.53412,"699669","5371430"
649,2,"0",1.00000,0.02330,136.04883,194.84784,0.25991,100.27328,99.44913,90.29818,10.81915,8.90356,4.16467,19.51159,18.02910,13.28751,162.84773,1958.26050,44082.41406,5.81547,"383644","5349735"
650,2,"0",2.00000,0.01272,138.77808,208.04021,0.32573,98.07501,96.02325,87.16150,9.52733,7.90737,3.10528,20.11386,18.96832,13.75745,339.42099,12345.89160,12222.80762,3.15433,"472232","5385779"
651,2,"0",1.00000,0.01204,136.12885,173.31015,0.14732,88.18042,85.33817,89.97408,10.43017,8.03550,3.68690,19.52489,17.67570,12.87227,76.00354,2192.77222,111532.79688,4.90509,"762167","5272246"
652,2,"0",1.00000,0.00951,139.09383,158.49240,0.17533,96.03413,94.03287,97.64440,10.16611,7.66918,3.36798,18.26201,16.28787,11.74327,211.19257,2415.62476,108934.78125,5.90477,"751945","5247362"
653,2,"0",2.00000,0.00522,139.69591,204.96750,0.33028,84.94519,80.66050,78.35664,9.30700,7.51874,2.73726,20.65518,19.32935,13.65412,207.45859,5393.05322,49208.05859,2.67507,"542921","5472900"
654,2,"0",1.00000,0.02300,148.89066,175.93179,0.40803,94.37846,89.88995,80.85780,8.95732,6.87649,2.06194,16.81626,15.25434,10.03128,491.33026,8995.77734,26076.03516,5.49423,"504406","5586972"
655,2,"0",1.00000,0.01109,137.04002,190.23405,0.14260,84.73110,81.91737,93.34128,10.77948,8.45245,3.93599,19.87533,18.17202,12.84579,145.85333,299.96170,157508.90625,4.00273,"819433","5266146"
656,2,"0",,0.01591,140.91049,205.87418,0.43181,91.31165,87.03117,82.44691,8.76346,7.17328,2.36103,20.13608,19.04949,13.56573,408.85388,16972.51953,21925.09375,1.87207,"524926","5422508"
657,2,"0",,0.01859,138.67616,173.54794,0.16715,107.34019,115.51936,109.27860,10.05274,8.04163,3.60725,18.39458,16.65299,12.20001,250.56898,37908.91016,9127.82520,3.14685,"510921","5297471"
658,2,"0",1.00000,0.01091,138.14583,166.93745,0.16571,94.14217,90.81070,98.40261,9.93749,7.54979,3.35904,19.20864,17.31293,12.34142,101.53564,3503.80322,166186.92188,2.72235,"802642","5224000"
659,2,"0",,0.02422,141.32863,173.16077,0.19402,110.56960,115.47642,105.51237,9.73744,7.80302,3.21936,17.86876,16.23318,11.65783,424.45306,29379.21484,14714.52734,3.39026,"413666","5314536"
660,2,"0",2.00000,0.01445,135.03955,191.69800,0.14372,79.80077,81.08585,85.86157,9.82282,7.83208,3.37784,20.86131,19.28203,14.19802,106.75591,1149.53662,23799.88672,4.57294,"711057","5350799"
661,2,"0",1.00000,0.04810,137.12283,202.19897,0.31541,103.96835,102.23859,92.16193,10.30313,8.59761,3.73374,19.51713,18.33526,13.48637,331.55380,1849.64026,46449.03125,4.82773,"411932","5382694"
662,2,"0",,0.00594,150.40523,172.17519,0.34319,92.98275,88.47588,78.70805,8.85959,6.64834,1.89369,16.46663,14.78306,9.60835,360.60190,13069.94922,75250.53125,1.46421,"526378","5630436"
663,2,"0",1.00000,0.02682,141.90686,166.06526,0.22138,106.93893,111.02272,102.99803,10.10489,7.97564,3.37237,17.54364,15.74117,11.21679,382.35339,15625.68848,76419.76563,2.12981,"352452","5292961"
664,2,"0",1.00000,0.01704,135.10487,181.50732,0.15360,86.30630,81.15311,86.89523,10.55574,8.23533,3.81971,20.16751,18.40188,13.36187,80.21051,1307.29956,137004.70313,1.36743,"785513","5257977"
665,2,"0",3.00000,0.08050,141.04108,194.35385,0.35261,103.58900,98.90516,88.44163,9.92838,8.18471,3.28486,18.54285,17.37335,12.37356,421.89731,5041.13867,23282.25195,0.59227,"410782","5428572"
666,2,"0",1.00000,0.00903,141.37865,184.04793,0.27514,86.80871,82.00725,70.14379,10.59408,8.47751,3.64178,18.15017,16.51170,11.51690,69.79124,5445.75684,29646.90430,5.13978,"484411","5592183"
667,2,"0",1.00000,0.01203,139.61159,193.76447,0.27331,106.13526,106.54539,96.32336,9.82672,8.07810,3.30466,18.92476,17.63045,12.79917,379.36667,11624.59180,22630.91602,4.29388,"418627","5357794"
668,2,"0",1.00000,0.00823,139.65918,205.27071,0.50646,100.65469,101.06740,92.01765,9.39924,7.75226,2.99414,19.79520,18.57451,13.44604,350.01599,4534.23926,8518.47168,3.44200,"479017","5364076"
669,2,"0",1.00000,0.02127,147.06142,170.55876,0.29975,91.78244,85.93281,73.94213,9.75838,7.44881,2.68654,16.82463,15.01528,10.04322,143.20715,2137.12793,73570.13281,3.17843,"514497","5647990"
670,2,"0",1.00000,0.00306,139.27347,204.18642,0.28138,100.32516,101.26159,92.40639,9.43891,7.78237,3.04090,19.87174,18.62377,13.50511,340.86658,11423.18555,5091.59033,0.20954,"485596","5358627"
671,2,"0",2.00000,0.02268,140.78860,205.75832,0.36620,91.35892,86.10961,80.69794,8.84123,7.21714,2.42485,20.13524,19.01855,13.50233,344.11356,11687.19141,34217.00000,4.03236,"514906","5444219"
672,2,"0",3.00000,0.01864,137.89703,157.23146,0.03519,110.89969,123.15291,115.07352,10.52180,8.35781,4.07532,17.69016,15.59549,11.43340,169.24718,23586.75586,8520.73926,4.36503,"476485","5279544"
673,2,"0",1.00000,0.01805,136.18456,190.56436,0.13278,103.09405,106.95770,104.19748,9.98049,8.10751,3.59379,19.71681,18.27637,13.66236,236.07666,1842.78406,9743.99902,1.54990,"565067","5323798"
674,2,"0",1.00000,0.06429,142.14616,180.69844,0.24418,93.58820,88.90429,77.68552,10.38265,8.25332,3.40747,17.95556,16.31124,11.33415,122.02295,7367.56689,19264.96484,5.74791,"473696","5566126"
675,2,"0",2.00000,0.01096,135.38712,206.79222,0.35433,80.02266,79.54324,84.06881,10.38156,8.44004,3.70517,21.03937,19.77865,14.36499,178.20450,9282.48145,23136.23828,3.13745,"675745","5410961"
676,2,"0",,0.00569,141.79149,203.23367,0.32254,97.50338,94.26320,86.97021,8.78016,7.19275,2.37082,19.55029,18.48981,13.13704,500.06369,14654.89160,17296.32813,1.35332,"494579","5406657"
677,2,"0",5.00000,0.00461,137.19446,193.77400,0.20816,75.90921,76.66344,83.05724,9.78735,7.68468,3.13402,20.84093,19.23851,13.81899,38.76357,3498.77197,30248.41992,0.19784,"742856","5376096"
678,2,"0",1.00000,0.00566,136.54680,161.75839,0.09296,94.18233,100.20992,105.36979,10.16926,7.91588,3.72818,18.81144,16.85072,12.34694,164.93507,6751.11914,35386.81250,1.83310,"678288","5268528"
679,2,"0",1.00000,0.01720,138.75363,207.88429,0.29303,95.95562,95.12929,87.61913,9.37899,7.76417,2.99076,20.31550,19.13956,13.87301,317.01035,212.88693,4450.87061,5.06448,"502027","5379240"
680,2,"0",1.00000,0.03774,147.08559,172.91249,0.34731,91.17274,85.74007,74.51833,9.60267,7.34711,2.57005,16.92093,15.17025,10.12370,227.92760,3030.40137,76841.46875,5.38611,"516684","5637402"
681,2,"0",1.00000,0.01198,138.49467,203.54465,0.28955,85.52180,81.06413,75.70147,9.67984,7.85090,3.16148,20.77874,19.33906,13.73933,83.99321,1199.14868,18934.31641,2.13777,"510190","5491341"
682,2,"0",,0.01398,140.35039,166.65573,0.22618,108.90667,117.52422,113.21490,9.89709,7.81014,3.40690,17.73703,15.97110,11.60981,317.81274,48794.58984,20450.25195,4.80215,"523485","5282958"
683,2,"0",1.00000,0.01334,138.75342,154.73755,0.12948,95.17439,94.72464,97.13155,10.37861,7.83819,3.54039,18.00739,15.95934,11.52087,190.33783,1757.10913,101844.90625,5.88104,"743512","5247906"
684,2,"0",1.00000,0.01177,147.97220,180.56134,0.42888,92.07999,87.72998,80.08220,9.03913,6.95899,2.16058,17.26699,15.68493,10.38336,387.03516,18620.09180,23853.87695,1.98838,"511509","5578728"
685,2,"0",2.00000,0.00590,134.69315,203.42375,0.18848,93.05277,94.63318,94.97917,10.04775,8.29648,3.69321,20.79365,19.49527,14.52979,206.41478,3987.52856,13311.23340,1.16788,"608104","5357972"
686,2,"0",,0.00835,138.18503,196.61479,0.36789,101.48917,104.62820,99.81230,9.63928,7.86020,3.25534,19.68542,18.31726,13.47783,300.64410,15699.76270,22238.39453,2.68665,"541112","5337248"
687,2,"0",1.00000,0.02093,142.99998,199.68759,0.44608,100.42917,96.39893,88.13775,8.68043,7.07997,2.24137,19.00673,17.96806,12.66191,565.20013,14331.55469,27994.26563,4.97189,"479070","5417038"
688,2,"0",1.00000,0.01668,136.78307,160.61472,0.08832,95.00726,101.10481,109.66010,10.11015,7.88850,3.76509,18.60936,16.68211,12.22406,164.96188,4968.21240,23260.83984,1.89216,"653546","5251727"
689,2,"0",5.00000,0.01264,137.80217,203.86847,0.29988,80.01503,76.34949,77.40648,10.04072,8.08667,3.26720,21.01489,19.57662,13.82410,90.54427,1529.51990,43744.47656,0.12892,"590785","5469246"
690,2,"0",2.00000,0.01123,134.67589,204.95386,0.25996,91.08621,92.49790,93.42191,10.07802,8.32929,3.70825,20.89561,19.60791,14.57914,209.81554,2761.21631,13214.15918,4.55614,"617115","5363000"
691,2,"0",1.00000,0.00578,136.79430,188.20378,0.13978,84.54208,81.34007,91.05272,10.68121,8.37295,3.87182,19.94007,18.23733,12.97085,146.54056,540.29797,151983.57813,5.89542,"810057","5265665"
692,2,"0",2.00000,0.01005,137.63402,213.57906,0.51988,90.78359,89.34720,83.16383,9.52458,7.92343,3.13929,20.95274,19.76971,14.37610,242.63461,581.26819,620.90582,1.89207,"519286","5391763"
693,2,"0",1.00000,0.00879,142.16385,142.48674,0.08259,100.95921,100.29379,108.00031,9.61160,7.08149,3.13099,17.15728,14.97670,10.55151,104.48736,5832.39209,177002.73438,3.27990,"793463","5178638"
694,2,"0",2.00000,0.01976,141.00352,200.86536,0.30126,88.51144,83.83443,79.24286,9.10958,7.32712,2.57631,20.10610,18.78080,13.16514,269.73206,6709.49219,25398.03711,5.01158,"518123","5484887"
695,2,"0",5.00000,0.01054,137.18414,194.02449,0.22387,73.46682,73.25089,78.15771,10.49864,8.29110,3.68932,20.53497,18.84339,13.28349,80.46410,214.76695,44550.64063,1.70256,"732729","5443155"
696,2,"0",2.00000,0.00506,135.00391,192.18327,0.18182,89.99413,92.92435,96.01662,10.00522,8.08378,3.62834,20.40476,18.90252,14.03460,212.93169,43833.70313,8533.24902,1.11741,"660530","5338325"
697,2,"0",1.00000,0.01491,136.21687,153.71571,0.09037,89.59666,94.54165,105.54358,10.34705,8.01368,3.92506,18.26967,16.28150,11.97961,62.83797,1617.78406,40666.23438,2.02524,"644474","5231659"
698,2,"0",1.00000,0.00195,142.30661,136.62009,0.09370,103.20226,100.18858,106.05576,9.76110,7.18861,3.12225,16.75712,14.59602,10.38675,190.27490,8171.48926,151370.12500,0.47814,"769833","5189881"
699,2,"0",2.00000,0.02284,138.20178,189.93236,0.27310,77.84772,79.20887,85.74055,9.73292,7.56481,3.02007,20.45592,18.80960,13.41677,99.23609,777.90198,43895.47266,5.27192,"753447","5364480"
700,2,"0",2.00000,0.01593,136.89053,208.24910,0.32133,91.70821,91.38867,89.44173,9.62715,7.98187,3.25715,20.74677,19.55160,14.35794,273.25311,19384.85156,22584.23047,1.98821,"573064","5377395"
701,2,"0",,0.02568,139.47319,166.53787,0.13283,110.71642,120.88467,112.00394,10.10791,8.06789,3.68283,17.91741,16.02434,11.66573,242.60117,24100.59570,4524.05859,2.25488,"475950","5294054"
702,2,"0",,0.01018,139.17909,178.27083,0.26763,106.88910,113.97105,107.71591,9.86240,7.91176,3.43176,18.56508,16.92464,12.37692,295.47491,32045.18945,13062.75684,1.99947,"515558","5306015"
703,2,"0",1.00000,0.02357,138.32516,211.71925,0.38044,93.89030,92.63388,85.45269,9.46969,7.86028,3.08185,20.60120,19.42619,14.11039,282.67899,5344.81689,4440.59326,5.97678,"505797","5385888"
704,2,"0",2.00000,0.00450,134.74808,210.16634,0.29732,79.19136,77.45589,79.40431,10.78860,8.86029,4.08497,21.32712,19.95852,14.34686,81.91229,1708.52869,17828.80469,0.21242,"645044","5444464"
705,2,"0",1.00000,0.00602,141.75972,198.09644,0.35457,85.68935,81.81280,79.89513,9.18125,7.28540,2.50905,20.04135,18.60012,12.86679,226.96971,3279.79663,35109.43359,4.37369,"538867","5498578"
706,2,"0",,0.01765,140.52603,140.76865,0.12449,98.92374,96.96904,99.00085,10.24688,7.68394,3.47280,16.98772,14.87013,10.67822,193.99217,4194.55664,111180.45313,2.24059,"738430","5218081"
707,2,"0",2.00000,0.01665,134.91980,172.08376,0.11733,93.38271,99.07341,103.22390,10.23904,8.08822,3.83828,19.53735,17.68926,13.10988,152.29994,6859.35498,19599.02734,2.22938,"673807","5292248"
708,2,"0",,0.02458,133.38229,182.84872,0.12510,94.22163,99.27441,102.58681,10.40194,8.37669,4.07210,20.14902,18.44758,13.82174,120.68716,25071.50586,1790.01172,1.42438,"652184","5307029"
709,2,"0",1.00000,0.02313,140.43765,197.45471,0.33314,105.47502,104.31944,94.30196,9.51367,7.83744,3.00613,18.91294,17.74917,12.79135,432.22168,5851.32178,29041.40820,4.82503,"430714","5375246"
710,2,"0",2.00000,0.00719,136.85942,214.54974,0.37798,82.63007,77.90114,76.34323,9.59324,7.97051,3.16793,21.37995,20.19597,14.66077,186.66486,4870.80029,4838.75488,1.49786,"564344","5427943"
711,2,"0",2.00000,0.01632,134.83792,204.30832,0.25751,94.24562,95.78476,95.42824,10.01531,8.27005,3.66336,20.74514,19.45006,14.50965,215.47928,14116.15918,5175.02051,5.17485,"599015","5355730"
712,2,"0",2.00000,0.00490,137.33447,192.70575,0.23359,72.36620,71.36181,75.82240,10.67390,8.39587,3.76956,20.40486,18.68095,13.09789,58.89062,5881.46680,55428.67188,2.25648,"737423","5456127"
713,2,"0",2.00000,0.02007,136.51299,207.04582,0.29044,78.53648,75.05724,76.79538,10.35536,8.40873,3.61042,21.30253,19.87177,14.10793,100.80241,6536.49951,27116.71094,1.61308,"604504","5459882"
714,2,"0",5.00000,0.01098,135.09360,201.18309,0.20540,92.48677,94.36721,95.76408,9.99268,8.20529,3.62746,20.62726,19.30589,14.34613,248.41219,11635.94238,10020.46973,5.11163,"624987","5355213"
715,2,"0",2.00000,0.00721,136.51845,204.81036,0.25424,93.17014,93.60085,92.47746,9.69459,8.01384,3.32599,20.61332,19.39638,14.29613,281.04883,21756.45117,11298.69434,6.17946,"585946","5370056"
716,2,"0",1.00000,0.01964,139.21422,163.64243,0.08676,109.44090,119.85710,113.38895,10.22134,8.10213,3.75119,17.78942,15.86010,11.57673,234.45056,43574.75000,1412.31348,3.43251,"497592","5281884"
717,2,"0",1.00000,0.00305,140.34505,141.27290,0.14920,100.29153,98.45351,105.26976,9.98546,7.42042,3.44434,17.33714,15.10854,10.81830,29.73152,1912.33484,167470.32813,2.12450,"782934","5181641"
718,2,"0",1.00000,0.01654,138.76727,209.33798,0.40846,84.23234,78.97934,77.11947,9.26167,7.58214,2.78661,20.93729,19.72519,14.12950,226.94557,6847.63818,29246.02344,1.75236,"551872","5446740"
719,2,"0",3.00000,0.01145,137.34799,214.83095,0.40185,90.68665,88.77710,82.11478,9.58825,7.98688,3.20201,21.01484,19.83577,14.43575,226.83929,5355.94873,2703.64600,5.51601,"510266","5394141"
720,2,"0",3.00000,0.00328,137.37395,192.53659,0.26120,71.55334,70.67779,75.42710,10.74046,8.42013,3.80257,20.38349,18.62223,13.02877,23.42520,3292.50854,59547.99219,1.18573,"745658","5455206"
721,2,"0",1.00000,0.01421,139.97220,163.80780,0.11633,111.41164,121.71458,112.87511,10.03505,7.98776,3.60448,17.75129,15.85488,11.50579,261.65961,21445.07617,5823.38135,1.48219,"473285","5291920"
722,2,"0",3.00000,0.00588,136.64708,203.04298,0.25598,77.21992,73.47065,74.71462,10.45563,8.37054,3.58074,21.22684,19.67513,13.86090,65.19480,5066.69629,41022.11719,4.72796,"605823","5475640"
723,2,"0",2.00000,0.00692,137.38307,209.60550,0.47158,91.04122,90.05700,86.73661,9.49368,7.87535,3.12149,20.79141,19.60938,14.32697,257.52505,20737.72070,21238.14844,5.34172,"554590","5382366"
724,2,"0",1.00000,0.00410,147.66216,167.97510,0.29987,89.72429,85.71584,75.30734,9.13133,6.79592,2.21693,17.15603,15.34841,10.20492,89.95406,6218.45459,53423.26563,5.22219,"537823","5668314"
725,2,"0",2.00000,0.00380,137.89603,212.22328,0.32849,84.97055,79.51630,76.96488,9.21110,7.61762,2.83081,21.12348,19.97804,14.47861,222.79758,3763.38574,15210.11133,1.88051,"544428","5423852"
726,2,"0",,0.00142,136.74200,203.86328,0.27273,95.25342,96.16428,92.49716,9.69135,8.00461,3.32554,20.53551,19.27414,14.21073,246.96637,10588.40234,657.79297,2.45363,"554938","5361804"
727,2,"0",2.00000,0.00542,134.63716,189.76381,0.14248,91.71094,95.16836,98.09915,10.07619,8.13602,3.71468,20.30648,18.76521,13.96936,204.44696,45741.32813,1006.06744,1.68831,"656233","5330473"
728,2,"0",2.00000,0.00301,137.75107,205.99921,0.27681,93.62059,93.48909,90.53604,9.46639,7.81851,3.09604,20.49627,19.29958,14.12263,306.41666,20163.63477,14036.34766,5.00652,"562003","5373471"
729,2,"0",2.00000,0.00886,138.17151,200.44724,0.24415,76.09466,73.17015,73.68554,10.56909,8.36424,3.54778,20.66832,19.06643,13.23711,74.29185,751.72888,43969.75781,4.63124,"628055","5480598"
730,2,"0",1.00000,0.01560,137.50827,189.09297,0.13795,104.01608,108.06464,104.72695,9.77131,7.91047,3.37843,19.38940,17.95985,13.30851,316.71701,4777.03516,17743.14844,5.74817,"556352","5323019"
731,2,"0",2.00000,0.01127,135.46989,214.24812,0.36925,82.98887,82.43480,84.59805,10.27111,8.56930,3.75720,21.24828,20.04436,14.57236,212.22374,4940.92725,16508.94336,4.96688,"619625","5415507"
732,2,"0",,0.01437,142.74898,165.92801,0.22125,108.85300,112.92475,104.44179,9.84482,7.77199,3.16005,17.33143,15.60124,11.06139,469.36453,17620.01563,63003.35938,2.91525,"364526","5299743"
733,2,"0",2.00000,0.01947,142.00232,197.32458,0.32482,88.67657,84.24197,79.85652,9.05770,7.23083,2.47962,19.81329,18.44059,12.81411,279.91449,2313.62866,21567.50977,5.41783,"519391","5495356"
734,2,"0",4.00000,0.01950,137.31364,185.73111,0.15392,78.57133,78.86586,87.81847,10.62539,8.24084,3.76556,19.85667,18.10046,12.80203,96.01048,1188.63403,92271.23438,5.58987,"782150","5326035"
735,2,"0",2.00000,0.01168,135.71486,195.96196,0.21413,82.56884,83.85586,88.33804,9.82338,7.89997,3.38947,20.73382,19.27769,14.17717,211.77489,10538.17480,2868.40918,0.99150,"690051","5358535"
736,2,"0",2.00000,0.01512,139.30295,190.00188,0.20918,75.71757,75.89781,83.30055,10.25569,7.87171,3.29001,19.89813,18.15481,12.66078,68.64159,5862.82520,57936.80469,3.69816,"775122","5373823"
737,2,"0",1.00000,0.00721,134.12253,209.85106,0.24791,83.24530,83.86808,86.43925,10.40421,8.62838,3.91290,21.36528,20.11488,14.80293,166.68286,2620.44580,6560.01465,1.76004,"643912","5394727"
738,2,"0",1.00000,0.00422,148.39488,183.44656,0.44506,90.31021,86.30370,81.04223,8.83184,6.73851,1.95364,17.50917,15.90677,10.45855,396.21585,31935.82422,21301.64258,5.53134,"527177","5572750"
739,2,"0",1.00000,0.09700,147.04453,176.06161,0.33325,99.85168,95.32674,84.31297,9.20479,7.18287,2.34036,16.94999,15.44315,10.34898,476.15485,13895.19434,20571.64648,4.16566,"473761","5556386"
740,2,"0",2.00000,0.01586,142.72516,196.95360,0.28021,88.36032,84.10980,80.51738,8.98695,7.13262,2.36793,19.65759,18.26520,12.60827,314.24557,5358.41357,22880.27734,1.17511,"524454","5498360"
741,2,"0",2.00000,0.01633,135.78984,214.53766,0.34517,81.35657,77.24275,76.11316,9.86586,8.22790,3.41895,21.58739,20.37685,14.81708,132.37390,3447.94653,5313.85938,4.53474,"572476","5428781"
742,2,"0",1.00000,0.01043,137.03328,198.91370,0.19299,100.86520,96.15862,82.84717,10.91381,9.03648,4.19917,19.44539,18.03805,13.03431,111.17424,4973.56104,51981.59766,2.63913,"416645","5473386"
743,2,"0",1.00000,0.01131,135.62611,160.31432,0.12666,92.39913,98.34557,104.15877,10.36034,8.07077,3.92782,18.86618,16.83214,12.35634,106.76610,2415.58936,39642.41797,3.95816,"679670","5256768"
744,2,"0",2.00000,0.01007,135.44542,200.40959,0.20600,74.55280,74.54565,78.57383,10.51251,8.43178,3.83036,21.06092,19.49559,13.98600,60.83120,10546.28711,32637.16211,0.82482,"715219","5431046"
745,2,"0",1.00000,0.00827,138.57507,158.14203,0.26006,96.18919,93.93102,97.34424,10.25892,7.74981,3.45125,18.30726,16.31190,11.78963,180.75395,4257.99268,109845.02344,3.52138,"750244","5244629"
746,2,"0",2.00000,0.02013,137.05626,206.91302,0.21662,89.16747,83.84252,76.04009,9.76994,8.03814,3.34056,20.92467,19.61701,14.13497,76.70576,5941.76367,2231.71655,5.07204,"496033","5474958"
